Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,acqsys,free_text_AOB,miscatch_P3a_novel,miscatch_P3b_target,reviewer,taskData._id.$oid,time,version
6.0,6.0,6.0,6.0,6.0,,,,56071a49a2d63405a1000000,Comments: P3b caught mostly later,no,no,Aviv,5607235d4071c0807469e294,48.27917,miscatches
7.0,7.0,7.0,7.0,7.0,,,,55d658262561400df1000000,Comments: ,no,no,Aviv,55d6628d32991e86075a0e58,1264.966679,miscatches
8.0,8.0,8.0,8.0,8.0,,,,571906e6c09c5de50c254884,Comments: ,no,no,Aviv,571911f52cbb7066795a786c,99.766962,miscatches
9.0,9.0,9.0,9.0,9.0,,,,55d1fee42561406187000000,Comments: ,no,no,Aviv,55d208fc32991e86075a0a35,413.868177,miscatches
10.0,10.0,10.0,10.0,10.0,,,,552ebdd78c149b22ac000000,Comments: ,yes,no,Aviv,5534e68ed16471ab5c2c6017,281.642782,miscatches
11.0,11.0,11.0,11.0,11.0,,,,55106cb56c40b131e5000000,Comments: ,yes,no,Aviv,55107472694f0bc90e5a78b5,84.426221,miscatches
12.0,12.0,12.0,12.0,12.0,,,,561312e6a2d634311e000000,Comments: ,no,no,Aviv,56131b684071c0807469eade,84.693435,miscatches
13.0,13.0,13.0,13.0,13.0,,,,5654f4d8a2d63472de000000,Comments: ,yes,no,Aviv,5654fe2ff7a5496b79ede2d4,67.762333,miscatches
14.0,14.0,14.0,14.0,14.0,,,,54ff61b06c40b12068000000,Comments: ,yes,no,Aviv,54ff6a4040a873c1062bdd82,72.23051,miscatches
15.0,15.0,15.0,15.0,15.0,,,,55e8d3eea2d6344a4d000000,Comments: ,yes,no,Aviv,55e8dd5e32991e86075a1af0,182.925793,miscatches
16.0,16.0,16.0,16.0,16.0,,,,554299301ee54a1442000000,Comments: P3b caught earlier,yes,no,Aviv,5542a753f37cae8908b4e07a,230.19088,miscatches
17.0,17.0,17.0,17.0,17.0,,,,5536ad811ee54a1ffd000000,Comments: ,yes,no,Aviv,553f7daf35e8a5cf705eea6c,400.209656,miscatches
18.0,18.0,18.0,18.0,18.0,,,,5536ad811ee54a1ffd000000,Comments: ,yes,no,Aviv,553f7daf35e8a5cf705eea6c,400.380539,miscatches
19.0,19.0,19.0,19.0,,,,,56d0f0a2dc35d3b51fe8e373,Comments: ,no,no,Aviv,56d0fa1b201e63163804039c,63630.567992,miscatches
20.0,20.0,20.0,20.0,,,,,566788cfa2d6340283000000,"Comments: P3a caught mostly in posterior, and peak is also more posterior",yes,no,Aviv,56679352f7a5496b79edef2c,468.943856,miscatches
21.0,21.0,21.0,21.0,,,,,55f5f76da2d6345df9000000,Comments: ,yes,no,Aviv,55f6018432991e86075a24e7,11216.003529,miscatches
22.0,22.0,22.0,22.0,,,,,55f5f76da2d6345df9000000,Comments: ,yes,no,Aviv,55f6018432991e86075a24e7,11216.180111,miscatches
23.0,23.0,23.0,23.0,,,,,5536bdc91ee54a1973000000,Comments: ,yes,no,Aviv,553f7daf35e8a5cf705eea5c,107.071909,miscatches
24.0,24.0,24.0,24.0,,,,,561186d825614064f5000000,Comments: P3a too frontal,yes,no,Aviv,56118f344071c0807469e94a,826.035533,miscatches
25.0,25.0,25.0,25.0,,,,,563e8795a2d6344000000000,Comments: P3a too frontal.,yes,no,Aviv,563e91de98d49e7e5f332494,117.938638,miscatches
26.0,26.0,26.0,26.0,,,,,5526d7db6c40b10825000000,Comments: ,no,no,Aviv,552bda56bb13491c5132d174,75.656479,miscatches
27.0,27.0,27.0,27.0,,,,,551b1ff56c40b14693000000,Comments: ,no,no,Aviv,5536534c24e6cdd83608c97c,125.039312,miscatches
28.0,28.0,28.0,28.0,,,,,55fb60602561403644000000,Comments: ,yes,no,Aviv,55fb68384071c0807469d595,1814.220568,miscatches
29.0,29.0,29.0,29.0,,,,,55d69898a2d63457dc000000,Comments: ,no,no,Aviv,55d6234132991e86075a0df5,128.875685,miscatches
30.0,30.0,30.0,30.0,,,,,55f22531a2d63451f7000000,Comments: green line is not visible in P3a.,no,no,Aviv,55f22d9532991e86075a218d,147.578356,miscatches
31.0,31.0,31.0,31.0,,,,,553026028c149b6380000000,Comments:P3a posterior,yes,no,Aviv,5534e642d16471ab5c2c5cbf,84.278539,miscatches
32.0,32.0,32.0,32.0,,,,,5637ca11256140455b000000,Comments: P3a & P3b posterior due to negative shift ,yes,yes,Aviv,5637d1a8048db6162fb421bc,462.391261,miscatches
33.0,33.0,33.0,33.0,,,,,56425548a2d6347f49000000,"Comments: activity more frontal, normal for young age",no,no,Aviv,56425f6098d49e7e5f332768,131.016111,miscatches
34.0,34.0,34.0,34.0,,,,,550352a46c40b13676000000,Comments: ,no,no,Aviv,55035cbb40a873c1062bde9f,72.0651,miscatches
35.0,35.0,35.0,35.0,,,,,55d54e7aa2d6346a5a000000,Comments: ,no,no,Aviv,55d4d8b432991e86075a0cba,233.854216,miscatches
36.0,36.0,36.0,36.0,,,,,563e2ae0a2d6345fb6000000,Comments: P3a the peak is a bit frontal,no,no,Aviv,563e31ad98d49e7e5f332333,135.689067,miscatches
37.0,37.0,37.0,37.0,,,,,55f8a1f6a2d6347c41000000,Comments: Time of the peak in needed for P3b,no,no,Aviv,55f8a95d32991e86075a26a8,126.8342,miscatches
38.0,38.0,38.0,38.0,,,,,562ba500a2d6343406000000,Comments: ,no,no,Aviv,562bacf5048db6162fb416d2,497.774652,miscatches
39.0,39.0,39.0,39.0,,,,,5669c0432561407f15000000,Comments: ,no,no,Aviv,5669c8a2d3acecc6549348f8,49.631095,miscatches
40.0,40.0,40.0,40.0,,,,,5623e34f2561402c04000000,Comments: P3b double peak,yes,no,Aviv,5623eb49048db6162fb41043,64.147983,miscatches
41.0,41.0,41.0,41.0,,,,,5542ad071ee54a1ef5000000,Comments: ,yes,no,Aviv,5542b7c1f37cae8908b4e09d,320.965986,miscatches
42.0,42.0,42.0,42.0,,,,,566461692561405dc2000000,Comments: ,yes,no,Aviv,56646c67f7a5496b79edebfd,37.136952,miscatches
43.0,43.0,43.0,43.0,,,,,566461692561405dc2000000,Comments: ,yes,no,Aviv,56646c67f7a5496b79edebfd,37.304767,miscatches
44.0,44.0,44.0,44.0,,,,,5664bc5725614053fb000000,Comments: ,no,no,Aviv,5664c331f7a5496b79edec4e,46.09992,miscatches
45.0,45.0,45.0,45.0,,,,,56d0f0a2dc35d3b51fe8e373,Comments: ,no,yes,Aviv,56d0fa1b201e63163804039c,143115.27344,miscatches
46.0,46.0,46.0,46.0,,,,,563924845dbed713fa000000,"Comments:P3b not sure, catch is small and tend to the right, while p3 is visible in broad band in central electrodes too (this happens because of the negative shift)",no,no,Aviv,56392cb0048db6162fb423af,451.140573,miscatches
47.0,47.0,47.0,47.0,,,,,557c3f4671a87f3a83000000,Comments: ,no,no,Aviv,557c491d04b3802b60a6a963,41.829738,miscatches
48.0,48.0,48.0,48.0,,,,,5678478ffb0133672988fd9a,Comments: ,no,no,Aviv,56792aa8fcc5549d1b32f69c,36.885226,miscatches
49.0,49.0,49.0,49.0,,,,,555d00f171a87f742b000000,Comments: ,no,no,Aviv,555ddda49201bcd934abe4e1,47.916374,miscatches
50.0,50.0,50.0,50.0,,,,,5734ff1bcc9fe7320d2e7e92,Comments: Time point is needed for P3b,no,no,Aviv,57350a10053bfc7d172702f5,496.019696,miscatches
51.0,51.0,51.0,51.0,,,,,,Comments: Time point is needed for P3b,no,no,Aviv,50ae4126fcf69ff41000001b,101.705543,miscatches
52.0,52.0,52.0,52.0,,,,,,Comments: ,no,no,Aviv,509c22fa5b4378bc1000006a,59.71287,miscatches
53.0,53.0,53.0,53.0,,,,,,Comments: P3b peak is a bit more frontal but not a miscatch,no,no,Aviv,52209688ad36552025000022,124.004934,miscatches
54.0,54.0,54.0,54.0,,,,,,Comments: ,no,no,Aviv,50d40a6cce596ad005000068,59.333543,miscatches
55.0,55.0,55.0,55.0,,,,,,Comments: Time point is needed for P3a.,no,no,Aviv,509cad455b4378bc10000129,232.424318,miscatches
56.0,56.0,56.0,56.0,,,,,,Comments: Time point is needed for P3b,no,no,Aviv,50801917d6947ee41f000007,307.186991,miscatches
57.0,57.0,57.0,57.0,,,,,,"Comments: Time point is needed for P3b, P3b more is frontal because of the negative shift of the comparison group",no,no,Aviv,508961e7b1d61ba83b00001d,143.189538,miscatches
58.0,58.0,58.0,58.0,,,,,,Comments: P3b tiny catch,no,no,Aviv,5080239ed6947ee41f000043,91.335886,miscatches
59.0,59.0,59.0,59.0,,,,,,Comments: p3a too frontal,yes,no,Aviv,50896251b1d61ba83b000032,78.470109,miscatches
60.0,60.0,60.0,60.0,,,,,,Comments: ,no,no,Aviv,50ae4ee9fcf69ff410000027,116.046314,miscatches
61.0,61.0,61.0,,,,,,,Comments: Time point is needed for P3a,no,no,Aviv,50abc8eb9f4a93d007000003,1257.280822,miscatches
62.0,62.0,62.0,,,,,,,Comments: Time point is needed for P3b,no,no,Aviv,5080250fd6947ee41f000055,90.747913,miscatches
63.0,63.0,63.0,,,,,,,Comments: P3a too frontal,yes,no,Aviv,5080198ed6947ee41f000010,303.657513,miscatches
64.0,64.0,64.0,,,,,,,"Comments: large N200 in frontal electrodes reduce the P3a, and therefore it caught in posterior area",yes,no,Aviv,50896245b1d61ba83b000030,378.453632,miscatches
65.0,65.0,65.0,,,,,,,Comments: ,no,no,Aviv,52209aedad36552025000026,66.857993,miscatches
66.0,66.0,66.0,,,,,,,Comments: tiny catch due to flat signal in posterior electrodes,no,yes,Aviv,5220717cad36552025000004,165.660172,miscatches
67.0,67.0,67.0,,,,,,,Comments: ,no,no,Aviv,50ae4349ac907de00500002a,82.368672,miscatches
68.0,68.0,,,,,,,5612f9a2a158c62d2c000000,Comments: ,no,no,Aviv,5613019c4071c0807469ea7c,129.396777,miscatches
69.0,69.0,,,,,,,56256d7ba2d6342f17000000,Comments: ,no,no,Aviv,562579d4048db6162fb41162,37.593678,miscatches
70.0,70.0,,,,,,,556643ed71a87f0f0e000000,Comments: Time point is needed for P3b,no,no,Aviv,556718d8262166a430abe28b,36.683879,miscatches
71.0,71.0,,,,,,,,Comments: ,no,yes,Aviv,518a10b5c7c602d013000006,1270.138838,miscatches
72.0,72.0,,,,,,,,Comments: ,no,no,Aviv,50a52386b90a25dc070000a2,32.809325,miscatches
73.0,,,,,,,,,Comments: P3b is a bit anterior ,no,yes,Aviv,50f6528c93c0dde416000006,79.807934,miscatches
74.0,,,,,,,,,Comments: ,no,no,Aviv,50a54bd0b90a25dc070000b1,40.607472,miscatches
75.0,,,,,,,,,Comments: P3b is left lateralized,no,yes,Aviv,50a46013b90a25dc07000058,41.926179,miscatches
76.0,,,,,,,,,Comments: ,yes,no,Aviv,50a59714b90a25dc070000c9,91.002854,miscatches
77.0,,,,,,,,,Comments: ,no,no,Aviv,515c713e20514aa412000002,269.21798,miscatches
78.0,,,,,,,,,Comments: ,no,no,Aviv,50f28445c1bd1cc80e000125,124.878906,miscatches
79.0,,,,,,,,,Comments: P3 b anterior,no,yes,Aviv,5180999dcf0921641d000002,65.007551,miscatches
80.0,,,,,,,,,Comments: ,no,no,Aviv,50a3bfcab90a25dc07000017,56.408549,miscatches
81.0,,,,,,,,,Comments: ,no,no,Aviv,513c38d5cc6229e411000006,40.534953,miscatches
82.0,,,,,,,,,Comments: ,no,no,Aviv,50a37b72b90a25dc07000003,22.089386,miscatches
83.0,,,,,,,,,Comments: P3a posteior ,yes,no,Aviv,50a497ffb90a25dc0700006f,71.831117,miscatches
,,,,,,,,563a5331a158c658a7000000,Comments: ,,,Aviv,563a5ad298d49e7e5f331f20,783.368503,miscatches
,,,,,,,,563118d52561407143000000,Comments: P3a is miscatch ,yes,no,Aviv,56312243048db6162fb41c31,39.578563,miscatches
,,,,,,,,563920e9a2d6346375000000,Comments: P3b is left lateralized and peak is strange (double peak),no,yes,Aviv,56392a58048db6162fb423a7,119.824505,miscatches
,,,,,,,,553013578c149b0f9a000000,Comments: ,yes,yes,Aviv,5534e643d16471ab5c2c5cd4,57.724009,miscatches
,,,,,,,,56367b832561403135000000,Comments: ,no,no,Aviv,5819c62503086d311508461c,44.692281,miscatches
,,,,,,,,564280dfa2d634220e000000,Comments: P3b is strange (double peak) ,no,no,Aviv,5642874298d49e7e5f3327f1,44.675633,miscatches
,,,,,,,,55119a676c40b1360e000000,Comments: ,no,no,Aviv,5511a535694f0bc90e5a7951,24.194598,miscatches
,,,,,,,,5633cba9a2d63474da000000,Comments: ,no,yes,Aviv,5633d5e0048db6162fb41f2b,27.393337,miscatches
,,,,,,,,56380cc6a2d6344eeb000000,Comments: P3b is anterior ,no,yes,Aviv,563815a7048db6162fb42295,41.374883,miscatches
,,,,,,,,562be254a158c61ad6000000,Comments: ,no,no,Aviv,562be9ec048db6162fb41794,26.891229,miscatches
,,,,,,,,55f71fcea158c63fb1000000,"Comments: P3a is a miscatch in genaral, posterior activity is incorrect and frontal activity is strange",yes,no,Aviv,55f728e532991e86075a257b,62.166461,miscatches
,,,,,,,,563a5f41a2d63434b0000000,Comments: P3a is posterior ,yes,no,Aviv,563a668d98d49e7e5f331f45,65.908212,miscatches
,,,,,,,,551d7fd16c40b16bf7000000,Comments: ,no,no,Aviv,552bd9e91f2e8ffb507b12b8,44.466682,miscatches
